ReportesANCI;AnciFechaAlertaTemprana;5;datetime2;NULL;YES
ReportesANCI;EstadoAlertaTemprana;6;nvarchar;50;YES
ReportesANCI;AnciEvolucionIncidente;7;nvarchar;-1;YES
ReportesANCI;AnciMedidasContencion;8;nvarchar;-1;YES
ReportesANCI;AnciPlanAccion;9;nvarchar;-1;YES
ReportesANCI;AnciFechaSegundaNotificacion;10;datetime2;NULL;YES
ReportesANCI;EstadoSegundaNotificacion;11;nvarchar;50;YES
ReportesANCI;AnciResumenEjecutivo;12;nvarchar;-1;YES
ReportesANCI;AnciFechaInicioIncidente;13;datetime2;NULL;YES
ReportesANCI;AnciFechaContencion;14;datetime2;NULL;YES
ReportesANCI;AnciFechaErradicacionRecuperacion;15;datetime2;NULL;YES
ReportesANCI;AnciCausaRaiz;16;nvarchar;-1;YES
ReportesANCI;AnciImpactoFinalServicios;17;nvarchar;-1;YES
ReportesANCI;AnciImpactoFinalDatos;18;nvarchar;-1;YES
ReportesANCI;AnciImpactoFinalSistemasUsuarios;19;nvarchar;-1;YES
ReportesANCI;AnciMedidasMitigacionRecuperacion;20;nvarchar;-1;YES
ReportesANCI;AnciLeccionesAprendidas;21;nvarchar;-1;YES
ReportesANCI;AnciFechaInformeFinal;22;datetime2;NULL;YES
ReportesANCI;EstadoInformeFinal;23;nvarchar;50;YES
ReportesANCI;AnciIoCIPs;24;text;2147483647;YES
ReportesANCI;AnciIoCDominios;25;text;2147483647;YES
ReportesANCI;AnciIoCHashes;26;text;2147483647;YES
ReportesANCI;AnciIoCCorreos;27;text;2147483647;YES
ReportesANCI;AnciIoCOtros;28;text;2147483647;YES
Soluciones;SolucionID;1;int;NULL;NO
Soluciones;NombreSolucion;2;nvarchar;255;NO
Soluciones;DescripcionSolucion;3;text;2147483647;YES
Soluciones;TipoSolucion;4;nvarchar;100;YES
Soluciones;Activo;5;bit;NULL;YES
TaxonomiaAreas;AreaID;1;int;NULL;NO
TaxonomiaAreas;NombreArea;2;nvarchar;255;NO
TaxonomiaCategorias;CategoriaID;1;int;NULL;NO
TaxonomiaCategorias;DescripcionCategoria;2;nvarchar;-1;NO
TaxonomiaCategorias;EfectoID;3;int;NULL;NO
TaxonomiaCategorias;AplicaPara;4;nvarchar;50;NO
TaxonomiaEfectos;EfectoID;1;int;NULL;NO
TaxonomiaEfectos;NombreEfecto;2;nvarchar;255;NO
TaxonomiaEfectos;AreaID;3;int;NULL;NO
Usuarios;UsuarioID;1;int;NULL;NO
Usuarios;Email;2;nvarchar;255;NO
Usuarios;PasswordHash;3;nvarchar;255;NO
Usuarios;Nombre;4;nvarchar;100;YES
Usuarios;Rol;5;nvarchar;50;NO
VerbosRectores;VerboID;1;int;NULL;NO
VerbosRectores;ObligacionID;2;int;NULL;NO
VerbosRectores;NombreVerbo;3;nvarchar;255;NO
VerbosRectores;Orden;4;int;NULL;YES
